,episode,episode_reward,step,run_id,agent,env,seed,experiment,log_save_tb,eval_frequency,num_train_steps,Agent
43,880.0,842.2,880000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
44,900.0,842.7,900000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
45,920.0,842.9,920000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
46,940.0,841.7,940000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
47,960.0,842.4,960000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
48,980.0,842.5,980000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
49,1000.0,842.3,1000000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
50,1020.0,842.9,1020000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
51,1040.0,843.0,1040000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
52,1060.0,840.9,1060000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
53,1080.0,843.5,1080000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
54,1100.0,842.4,1100000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
55,1120.0,843.2,1120000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
56,1140.0,843.1,1140000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
57,1160.0,842.7,1160000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
58,1180.0,842.8,1180000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
59,1200.0,842.5,1200000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
60,1220.0,842.9,1220000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
61,1240.0,843.7,1240000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
62,1260.0,843.0,1260000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
63,1280.0,844.0,1280000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
64,1300.0,842.7,1300000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
65,1320.0,843.8,1320000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
66,1340.0,843.4,1340000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
67,1360.0,841.3,1360000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
68,1380.0,843.0,1380000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
69,1400.0,843.4,1400000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
70,1420.0,843.9,1420000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
71,1440.0,844.0,1440000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
72,1460.0,844.3,1460000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
73,1480.0,842.9,1480000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
74,1500.0,841.9,1500000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
75,1520.0,841.0,1520000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
76,1540.0,843.8,1540000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
77,1560.0,844.0,1560000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
78,1580.0,843.2,1580000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
79,1600.0,844.2,1600000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
80,1620.0,844.4,1620000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
81,1640.0,842.2,1640000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
82,1660.0,843.4,1660000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
83,1680.0,844.1,1680000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
84,1700.0,844.2,1700000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
85,1720.0,843.5,1720000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
86,1740.0,843.4,1740000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
87,1760.0,843.4,1760000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
88,1780.0,843.1,1780000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
89,1800.0,844.4,1800000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
90,1820.0,843.6,1820000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
91,1840.0,844.0,1840000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
92,1860.0,841.2,1860000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
93,1880.0,843.8,1880000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
94,1900.0,844.7,1900000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
95,1920.0,844.7,1920000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
96,1940.0,844.8,1940000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
97,1960.0,846.0,1960000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
98,1980.0,843.6,1980000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
99,2000.0,845.2,2000000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
100,2020.0,845.2,2020000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
101,2040.0,816.7,2040000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
102,2060.0,844.0,2060000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
103,2080.0,844.9,2080000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
104,2100.0,841.8,2100000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
105,2120.0,845.1,2120000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
106,2140.0,845.0,2140000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
107,2160.0,845.2,2160000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
108,2180.0,844.9,2180000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
109,2200.0,845.4,2200000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
110,2220.0,844.6,2220000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
111,2240.0,845.3,2240000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
112,2260.0,843.7,2260000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
113,2280.0,843.3,2280000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
114,2300.0,845.4,2300000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
115,2320.0,845.2,2320000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
116,2340.0,844.9,2340000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
117,2360.0,845.5,2360000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
118,2380.0,844.6,2380000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
119,2400.0,845.2,2400000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
120,2420.0,845.5,2420000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
121,2440.0,844.3,2440000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
122,2460.0,845.2,2460000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
123,2480.0,844.8,2480000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
124,2500.0,845.8,2500000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
125,2520.0,845.6,2520000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
126,2540.0,845.5,2540000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
127,2560.0,845.3,2560000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
128,2580.0,844.3,2580000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
129,2600.0,845.3,2600000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
130,2620.0,845.7,2620000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
131,2640.0,845.5,2640000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
132,2660.0,844.8,2660000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
133,2680.0,845.4,2680000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
134,2700.0,846.1,2700000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
135,2720.0,845.3,2720000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
136,2740.0,845.2,2740000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
137,2760.0,844.9,2760000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
138,2780.0,845.0,2780000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
139,2800.0,845.9,2800000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
140,2820.0,845.4,2820000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
141,2840.0,845.0,2840000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
142,2860.0,845.0,2860000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
143,2880.0,846.1,2880000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
144,2900.0,845.8,2900000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
145,2920.0,843.7,2920000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
146,2940.0,845.3,2940000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
147,2960.0,845.8,2960000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
148,2980.0,846.2,2980000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
149,3000.0,846.3,3000000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
150,3020.0,845.8,3020000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
151,3040.0,846.0,3040000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
152,3060.0,845.8,3060000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
153,3080.0,846.2,3080000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
154,3100.0,846.6,3100000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
155,3120.0,845.9,3120000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
156,3140.0,845.3,3140000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
157,3160.0,846.6,3160000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
158,3180.0,845.9,3180000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
159,3200.0,846.4,3200000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
160,3220.0,845.8,3220000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
161,3240.0,846.5,3240000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
162,3260.0,846.1,3260000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
163,3280.0,847.1,3280000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
164,3300.0,846.7,3300000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
165,3320.0,846.0,3320000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
166,3340.0,846.8,3340000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
167,3360.0,846.3,3360000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
168,3380.0,846.9,3380000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
169,3400.0,846.7,3400000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
170,3420.0,846.5,3420000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
171,3440.0,846.9,3440000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
172,3460.0,846.2,3460000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
173,3480.0,847.2,3480000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
174,3500.0,846.4,3500000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
175,3520.0,847.9,3520000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
176,3540.0,847.1,3540000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
177,3560.0,846.7,3560000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
178,3580.0,845.9,3580000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
179,3600.0,847.3,3600000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
180,3620.0,846.4,3620000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
181,3640.0,847.0,3640000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
182,3660.0,846.5,3660000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
183,3680.0,847.1,3680000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
184,3700.0,847.4,3700000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
185,3720.0,847.4,3720000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
186,3740.0,847.0,3740000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
187,3760.0,847.2,3760000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
188,3780.0,847.9,3780000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
189,3800.0,847.8,3800000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
190,3820.0,847.3,3820000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
191,3840.0,847.6,3840000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
192,3860.0,847.7,3860000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
193,3880.0,847.5,3880000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
194,3900.0,846.6,3900000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
195,3920.0,846.9,3920000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
196,3940.0,847.7,3940000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
197,3960.0,847.7,3960000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
198,3980.0,847.3,3980000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
199,4000.0,848.4,4000000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
200,4020.0,848.0,4020000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
201,4040.0,847.4,4040000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
202,4060.0,847.9,4060000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
203,4080.0,848.0,4080000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
204,4100.0,847.1,4100000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
205,4120.0,847.6,4120000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
206,4140.0,756.6,4140000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
207,4160.0,848.0,4160000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
208,4180.0,847.8,4180000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
209,4200.0,847.9,4200000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
210,4220.0,847.8,4220000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
211,4240.0,848.0,4240000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
212,4260.0,848.6,4260000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
213,4280.0,848.2,4280000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
214,4300.0,847.8,4300000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
215,4320.0,847.1,4320000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
216,4340.0,848.0,4340000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
217,4360.0,847.9,4360000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
218,4380.0,847.4,4380000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
219,4400.0,848.1,4400000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
220,4420.0,848.4,4420000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
221,4440.0,847.7,4440000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
222,4460.0,847.2,4460000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
223,4480.0,848.0,4480000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
224,4500.0,848.2,4500000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
225,4520.0,848.5,4520000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
226,4540.0,847.1,4540000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
227,4560.0,847.3,4560000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
228,4580.0,847.8,4580000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
229,4600.0,848.8,4600000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
230,4620.0,847.8,4620000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
231,4640.0,847.1,4640000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
232,4660.0,847.9,4660000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
233,4680.0,848.8,4680000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
234,4700.0,847.6,4700000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
235,4720.0,845.7,4720000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
236,4740.0,848.5,4740000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
237,4760.0,848.0,4760000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
238,4780.0,849.1,4780000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
239,4800.0,848.7,4800000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
240,4820.0,847.1,4820000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
241,4840.0,848.1,4840000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
242,4860.0,848.2,4860000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
243,4880.0,848.0,4880000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
244,4900.0,848.9,4900000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
245,4920.0,849.5,4920000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
246,4940.0,848.7,4940000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
247,4960.0,848.0,4960000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
248,4980.0,849.0,4980000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
249,5000.0,848.0,5000000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
250,5020.0,848.1,5020000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
251,5040.0,849.0,5040000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
252,5060.0,848.1,5060000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
253,5080.0,848.0,5080000,run=17,sac,cartpole_swingup_sparse,3,bench,false,20000,10000000.0,SAC
